"who","purchase.no","touchpoint.1","touchpoint.2","touchpoint.3","touchpoint.4","touchpoint.5","touchpoint.6","touchpoint.7","touchpoint.8","touchpoint.9","touchpoint.10","touchpoint.11","touchpoint.12","touchpoint.13","touchpoint.14","touchpoint.15","touchpoint.16","touchpoint.17","touchpoint.18","touchpoint.19","touchpoint.20","touchpoint.21","touchpoint.22","touchpoint.23"
29,3,"tv","tv","radio","instagram","email","search","youtube","printed","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,4,"tv","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,0,"radio","search","search","tv","search","instagram","radio","email","search","youtube","email","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1,"tv","email","instagram","facebook","printed","radio","email","search","youtube","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2,"email","youtube","tv","tv","search","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,3,"printed","radio","twitter","hoarding","youtube","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,4,"radio","instagram","radio","email","search","search","youtube","tv","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,5,"instagram","printed","instagram","email","search","instagram","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,6,"tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,0,"printed","instagram","third-party","twitter","search","printed","email","hoarding","search","instagram","instagram","twitter","search","youtube","email","converted",NA,NA,NA,NA,NA,NA,NA
31,1,"youtube","tv","third-party","search","instagram","radio","email","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2,"youtube","tv","tv","search","facebook","instagram","email","instagram","email","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,3,"radio","instagram","facebook","search","instagram","email","tv","search","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,4,"facebook","instagram","search","instagram","facebook","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,0,"hoarding","radio","third-party","twitter","youtube","printed","search","third-party","search","facebook","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,1,"radio","third-party","youtube","printed","search","youtube","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2,"search","third-party","twitter","search","email","youtube","tv","radio","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,3,"printed","email","twitter","search","printed","facebook","youtube","twitter","radio","facebook","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,4,"instagram","hoarding","printed","search","youtube","tv","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,5,"printed","instagram","email","twitter","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,6,"tv","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,0,"printed","email","twitter","search","printed","search","youtube","tv","twitter","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1,"instagram","facebook","printed","email","twitter","search","printed","email","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,2,"search","facebook","printed","radio","email","search","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,3,"search","tv","tv","search","printed","instagram","third-party","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,4,"search","youtube","facebook","youtube","tv","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,5,"instagram","printed","radio","email","search","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,6,"search","tv","twitter","instagram","facebook","instagram","search","instagram","email","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,7,"youtube","tv","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,0,"instagram","third-party","search","youtube","printed","search","tv","third-party","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,1,"printed","third-party","hoarding","printed","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,2,"tv","email","email","search","instagram","search","youtube","hoarding","tv","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,3,"printed","radio","email","twitter","search","youtube","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,4,"search","radio","instagram","email","twitter","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,5,"tv","tv","email","instagram","facebook","printed","instagram","instagram","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,6,"youtube","tv","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,0,"printed","instagram","third-party","youtube","instagram","search","youtube","tv","twitter","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,1,"instagram","printed","email","twitter","search","printed","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,2,"tv","search","instagram","facebook","printed","radio","search","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,3,"tv","radio","instagram","radio","search","youtube","instagram","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,4,"twitter","radio","facebook","printed","radio","twitter","search","printed","search","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,5,"search","instagram","facebook","printed","email","printed","email","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,6,"tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,0,"instagram","email","youtube","instagram","search","youtube","tv","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,1,"printed","instagram","twitter","youtube","printed","search","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,2,"radio","instagram","facebook","printed","radio","third-party","twitter","search","instagram","email","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,3,"youtube","tv","search","printed","instagram","email","twitter","search","youtube","email","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,4,"tv","tv","facebook","radio","email","search","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,5,"search","youtube","tv","tv","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,6,"instagram","third-party","twitter","search","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,7,"tv","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0,"instagram","third-party","twitter","instagram","search","tv","tv","search","printed","radio","third-party","twitter","hoarding","instagram","search","converted",NA,NA,NA,NA,NA,NA,NA
37,1,"tv","tv","email","instagram","hoarding","printed","email","twitter","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,2,"email","youtube","tv","radio","printed","instagram","twitter","search","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,3,"youtube","third-party","radio","instagram","printed","radio","email","search","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,4,"youtube","radio","facebook","radio","email","search","youtube","instagram","email","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,0,"printed","radio","email","youtube","instagram","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,1,"tv","search","radio","email","search","youtube","instagram","search","tv","search","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,2,"facebook","printed","facebook","twitter","search","printed","email","tv","radio","printed","email","search","instagram","email","youtube","converted",NA,NA,NA,NA,NA,NA,NA
38,3,"tv","radio","instagram","facebook","printed","search","instagram","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,4,"tv","tv","search","instagram","instagram","email","search","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,0,"printed","third-party","search","youtube","printed","search","tv","search","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,1,"facebook","printed","radio","third-party","search","youtube","instagram","email","youtube","twitter","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,2,"instagram","instagram","email","instagram","search","youtube","tv","tv","email","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,3,"facebook","radio","email","search","printed","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,4,"tv","tv","search","instagram","facebook","third-party","search","printed","email","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,5,"tv","instagram","printed","third-party","search","youtube","email","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,6,"tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,0,"radio","third-party","search","search","youtube","tv","tv","search","instagram","facebook","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1,"radio","third-party","youtube","instagram","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,2,"youtube","tv","tv","search","printed","third-party","search","youtube","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,3,"search","youtube","tv","twitter","search","printed","instagram","email","search","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,4,"email","youtube","tv","tv","radio","instagram","radio","third-party","twitter","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,5,"instagram","search","youtube","tv","tv","email","radio","email","youtube","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,0,"printed","instagram","third-party","twitter","search","youtube","printed","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,1,"radio","instagram","facebook","instagram","third-party","search","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,2,"search","tv","tv","radio","instagram","printed","instagram","email","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,3,"search","tv","tv","radio","facebook","radio","twitter","search","instagram","tv","tv","email","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,4,"instagram","radio","email","twitter","search","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,5,"youtube","tv","tv","radio","instagram","facebook","instagram","third-party","search","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,6,"twitter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,0,"facebook","search","youtube","printed","search","tv","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,1,"instagram","search","instagram","search","tv","tv","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,2,"radio","email","twitter","youtube","printed","search","tv","twitter","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,3,"instagram","printed","instagram","third-party","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,4,"tv","tv","search","printed","radio","email","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,5,"tv","email","instagram","facebook","instagram","search","youtube","instagram","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,6,"youtube","tv","twitter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0,"printed","radio","email","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,1,"youtube","tv","twitter","email","facebook","printed","radio","third-party","twitter","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,2,"search","youtube","tv","search","facebook","printed","instagram","twitter","search","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,3,"search","instagram","radio","email","search","tv","email","printed","third-party","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,4,"youtube","tv","third-party","email","printed","instagram","facebook","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,5,"youtube","tv","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0,"printed","instagram","twitter","search","youtube","instagram","search","youtube","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,1,"printed","radio","third-party","search","printed","facebook","tv","email","facebook","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,2,"radio","email","twitter","youtube","instagram","search","youtube","tv","radio","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,3,"facebook","printed","instagram","third-party","youtube","printed","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,4,"radio","instagram","facebook","printed","third-party","search","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,5,"search","tv","tv","search","radio","email","twitter","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,6,"instagram","tv","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,0,"instagram","third-party","twitter","youtube","printed","search","radio","instagram","radio","facebook","twitter","instagram","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA
45,1,"tv","radio","instagram","facebook","third-party","twitter","search","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,2,"radio","instagram","facebook","printed","instagram","email","youtube","instagram","search","tv","email","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,3,"printed","third-party","printed","email","youtube","tv","twitter","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,4,"email","instagram","facebook","third-party","twitter","search","youtube","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,5,"tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,0,"printed","radio","email","twitter","search","instagram","youtube","tv","tv","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,1,"instagram","facebook","printed","instagram","email","youtube","printed","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,2,"radio","facebook","printed","third-party","search","printed","email","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,3,"third-party","instagram","third-party","twitter","youtube","facebook","tv","tv","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,4,"instagram","radio","third-party","twitter","search","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,5,"tv","search","facebook","hoarding","radio","email","search","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,6,"facebook","youtube","tv","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,0,"instagram","email","search","printed","search","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,1,"radio","instagram","instagram","email","twitter","search","youtube","printed","email","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,2,"youtube","tv","third-party","email","instagram","printed","facebook","twitter","youtube","instagram","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,3,"youtube","search","printed","radio","email","twitter","search","youtube","instagram","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,4,"tv","tv","search","printed","email","twitter","search","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,5,"twitter","search","instagram","printed","radio","facebook","twitter","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,6,"tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,0,"instagram","email","twitter","search","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,1,"youtube","radio","radio","facebook","youtube","printed","email","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,2,"tv","tv","radio","instagram","printed","instagram","search","printed","email","tv","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,3,"facebook","instagram","email","search","youtube","instagram","email","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,4,"tv","tv","search","facebook","instagram","email","twitter","search","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,5,"youtube","tv","search","instagram","facebook","printed","radio","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,6,"youtube","tv","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,0,"printed","instagram","email","printed","search","youtube","tv","search","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,1,"facebook","facebook","search","search","tv","search","facebook","instagram","email","twitter","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,2,"email","tv","search","instagram","printed","email","printed","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,3,"facebook","instagram","instagram","search","twitter","radio","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,4,"facebook","hoarding","printed","radio","email","twitter","youtube","printed","email","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,5,"tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,0,"printed","radio","email","twitter","search","youtube","printed","search","tv","radio","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,1,"facebook","twitter","search","printed","search","youtube","tv","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,2,"instagram","third-party","twitter","search","youtube","instagram","search","tv","tv","facebook","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,3,"instagram","facebook","twitter","youtube","printed","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,4,"tv","tv","search","facebook","email","youtube","instagram","tv","tv","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,5,"printed","instagram","third-party","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,6,"youtube",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0,"printed","third-party","search","tv","tv","search","instagram","facebook","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,1,"printed","email","twitter","youtube","printed","search","hoarding","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,2,"instagram","radio","facebook","youtube","printed","search","tv","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,3,"instagram","instagram","third-party","search","printed","search","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,4,"printed","instagram","email","search","printed","search","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,5,"tv","radio","instagram","printed","radio","facebook","twitter","search","printed","search","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,0,"radio","third-party","twitter","search","printed","search","tv","radio","instagram","radio","email","twitter","search","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA
52,1,"youtube","tv","tv","radio","printed","radio","email","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,2,"tv","tv","radio","printed","email","twitter","youtube","search","tv","radio","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
