"who","purchase.no","touchpoint.1","touchpoint.2","touchpoint.3","touchpoint.4","touchpoint.5","touchpoint.6","touchpoint.7","touchpoint.8","touchpoint.9","touchpoint.10","touchpoint.11","touchpoint.12","touchpoint.13","touchpoint.14","touchpoint.15","touchpoint.16","touchpoint.17","touchpoint.18","touchpoint.19","touchpoint.20","touchpoint.21","touchpoint.22","touchpoint.23"
175,3,"search","youtube","tv","tv","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,4,"instagram","facebook","instagram","facebook","search","youtube","printed","tv","twitter","instagram","radio","third-party","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA
175,5,"youtube","twitter","radio","instagram","radio","third-party","twitter","search","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,6,"tv","twitter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,0,"printed","radio","twitter","instagram","search","youtube","tv","third-party","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,1,"instagram","facebook","printed","email","search","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,2,"tv","search","instagram","facebook","radio","email","search","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,3,"youtube","tv","tv","facebook","instagram","email","search","printed","search","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,4,"third-party","radio","facebook","search","printed","tv","twitter","email","instagram","facebook","printed","email","twitter","search","converted",NA,NA,NA,NA,NA,NA,NA,NA
176,5,"email","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,0,"printed","radio","email","twitter","search","youtube","search","youtube","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,1,"instagram","facebook","radio","search","youtube","instagram","search","tv","third-party","instagram","facebook","instagram","email","twitter","youtube","printed","search","converted",NA,NA,NA,NA,NA
177,2,"youtube","tv","radio","instagram","facebook","printed","radio","third-party","search","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,3,"search","instagram","instagram","facebook","printed","email","tv","email","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,4,"printed","search","instagram","email","youtube",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,0,"instagram","email","twitter","search","youtube","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,1,"search","instagram","facebook","printed","instagram","email","printed","search","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,2,"search","instagram","printed","email","twitter","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,3,"tv","tv","search","instagram","email","twitter","search","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,4,"email","tv","tv","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,5,"printed","radio","third-party","search","printed","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,6,"tv","radio","instagram","printed","radio","third-party","twitter","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,7,"search","youtube","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,0,"radio","third-party","search","instagram","youtube","tv","twitter","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,1,"instagram","third-party","search","printed","search","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,2,"tv","radio","hoarding","radio","search","search","youtube","twitter","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,3,"printed","third-party","twitter","youtube","printed","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,4,"search","instagram","printed","instagram","third-party","search","youtube","instagram","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,5,"tv","tv","radio","instagram","email","search","youtube","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,6,"youtube","tv","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,0,"hoarding","email","youtube","tv","tv","search","instagram","facebook","instagram","facebook","twitter","search","printed","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA
180,1,"tv","search","instagram","facebook","instagram","third-party","twitter","search","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,2,"search","instagram","printed","instagram","third-party","instagram","search","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,3,"radio","email","twitter","search","youtube","instagram","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,4,"youtube","tv","tv","radio","instagram","printed","facebook","youtube","printed","search","youtube",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,0,"instagram","email","twitter","youtube","search","youtube","tv","third-party","email","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,1,"radio","email","twitter","youtube","printed","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,2,"tv","email","instagram","instagram","email","twitter","search","youtube","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,3,"tv","tv","search","instagram","facebook","printed","instagram","facebook","search","youtube","instagram","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,4,"youtube","tv","tv","search","instagram","facebook","printed","instagram","third-party","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,5,"printed","search","tv","tv","radio","facebook","twitter","search","instagram","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,6,"tv","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,0,"instagram","email","search","printed","tv","email","printed","facebook","search","instagram","email","tv","twitter","search","converted",NA,NA,NA,NA,NA,NA,NA,NA
182,1,"instagram","facebook","printed","radio","third-party","twitter","search","youtube","youtube","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,2,"radio","facebook","printed","instagram","twitter","search","instagram","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,3,"tv","radio","instagram","facebook","printed","email","search","instagram","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,4,"youtube","tv","tv","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,5,"instagram","facebook","printed","instagram","email","twitter","youtube","search","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,6,"tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,0,"radio","email","twitter","search","instagram","search","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,1,"search","printed","instagram","third-party","search","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,2,"radio","instagram","facebook","email","hoarding","search","youtube","email","third-party","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,3,"instagram","printed","email","search","youtube","printed","email","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,4,"tv","search","instagram","email","printed","search","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,5,"radio","instagram","printed","radio","email","search","instagram","facebook","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,6,"tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,0,"printed","radio","third-party","search","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,1,"tv","email","facebook","printed","instagram","third-party","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,2,"tv","third-party","instagram","facebook","radio","twitter","search","youtube","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,3,"radio","printed","radio","third-party","twitter","instagram","third-party","search","instagram","printed","radio","third-party","twitter","search","converted",NA,NA,NA,NA,NA,NA,NA,NA
184,4,"youtube","printed","youtube","tv","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,5,"facebook","printed","radio","search","search","youtube","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,0,"printed","instagram","email","twitter","instagram","search","youtube","tv","radio","instagram","radio","email","search","youtube","instagram","search","converted",NA,NA,NA,NA,NA,NA
185,1,"tv","radio","printed","search","youtube","instagram","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,2,"tv","tv","search","instagram","facebook","printed","instagram","email","youtube","search","tv","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,3,"facebook","radio","email","twitter","search","youtube","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,4,"tv","tv","instagram","radio","email","search","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,5,"tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,0,"printed","email","twitter","youtube","printed","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,1,"third-party","instagram","facebook","twitter","youtube","instagram","search","twitter","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,2,"instagram","facebook","printed","radio","facebook","twitter","search","youtube","printed","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,3,"tv","radio","instagram","facebook","printed","radio","search","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,4,"search","youtube","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,5,"email","facebook","printed","radio","facebook","twitter","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,6,"youtube","tv","third-party","radio","instagram","facebook","radio","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,7,"tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,0,"email","search","youtube","printed","email","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,1,"search","instagram","twitter","youtube","printed","facebook","youtube","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,2,"instagram","facebook","printed","email","youtube","printed","search","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,3,"tv","search","facebook","instagram","third-party","twitter","youtube","instagram","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,4,"tv","twitter","email","instagram","facebook","printed","instagram","twitter","search","printed","search","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,5,"search","instagram","printed","instagram","facebook","printed","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,6,"tv","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,0,"radio","twitter","youtube","search","tv","email","instagram","facebook","printed","third-party","twitter","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA
188,1,"tv","third-party","radio","instagram","facebook","printed","radio","email","twitter","youtube","printed","facebook","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA
188,2,"tv","tv","instagram","facebook","radio","third-party","twitter","instagram","email","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,3,"tv","radio","instagram","printed","radio","third-party","twitter","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,4,"instagram","search","youtube","tv","tv","printed","instagram","facebook","search","youtube","printed","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA
189,0,"printed","radio","third-party","search","youtube","facebook","tv","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,1,"instagram","facebook","printed","radio","email","search","printed","email","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,2,"radio","instagram","facebook","third-party","youtube","printed","search","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,3,"twitter","search","instagram","facebook","hoarding","third-party","search","search","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,4,"search","facebook","printed","instagram","facebook","twitter","search","youtube","instagram","youtube","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,5,"printed","twitter","search","youtube","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,0,"printed","radio","printed","search","youtube","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,1,"search","instagram","printed","email","search","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,2,"youtube","tv","email","email","youtube","instagram","search","youtube","third-party","radio","facebook","printed","third-party","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA
190,3,"tv","tv","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,4,"instagram","facebook","instagram","email","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,5,"youtube","tv","search","printed","instagram","search","printed","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,0,"printed","instagram","email","twitter","search","youtube","tv","search","printed","radio","email","search","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA
191,1,"search","tv","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,2,"instagram","facebook","printed","instagram","search","instagram","search","tv","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,3,"instagram","facebook","facebook","twitter","search","printed","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,4,"tv","search","instagram","instagram","facebook","twitter","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,5,"youtube","tv","search","instagram","search","instagram","facebook","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,0,"instagram","facebook","search","instagram","search","youtube","tv","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,1,"facebook","printed","email","instagram","instagram","search","printed","tv","search","facebook","printed","email","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA
192,2,"youtube","tv","tv","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,3,"instagram","facebook","radio","email","twitter","instagram","search","youtube","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,4,"search","facebook","printed","email","hoarding","youtube","email","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,0,"printed","radio","third-party","youtube","printed","search","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,1,"search","facebook","printed","instagram","third-party","youtube","printed","youtube","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,2,"search","facebook","email","search","youtube","printed","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,3,"tv","email","instagram","instagram","email","search","youtube","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,4,"youtube","tv","search","instagram","twitter","search","youtube","instagram","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,5,"tv","tv","search","facebook","instagram","third-party","twitter","search","printed","email","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,6,"third-party",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,0,"printed","radio","third-party","twitter","instagram","search","youtube","tv","twitter","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,1,"facebook","instagram","third-party","printed","search","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,2,"radio","instagram","facebook","search","youtube","search","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,3,"instagram","facebook","instagram","email","youtube","printed","email","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,4,"radio","radio","third-party","twitter","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,5,"youtube","tv","tv","email","radio","third-party","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,6,"printed","email","youtube","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,0,"instagram","search","printed","search","tv","tv","radio","instagram","printed","radio","third-party","youtube","instagram","email","youtube","tv","converted",NA,NA,NA,NA,NA,NA
195,1,"search","facebook","printed","instagram","third-party","youtube","printed","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,2,"radio","printed","instagram","search","youtube","instagram","search","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,3,"radio","facebook","instagram","facebook","search","youtube","instagram","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,4,"youtube","tv","email","instagram","facebook","instagram","facebook","printed","search","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,0,"printed","radio","email","search","printed","email","youtube","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,1,"search","instagram","facebook","instagram","email","twitter","youtube","instagram","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,2,"third-party","search","instagram","hoarding","hoarding","radio","email","youtube","instagram","facebook","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,3,"search","instagram","facebook","instagram","facebook","search","tv","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,4,"instagram","facebook","printed","facebook","twitter","search","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,5,"tv","radio","instagram","printed","radio","email","search","printed","email","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,6,"tv","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,0,"instagram","facebook","printed","email","youtube","tv","third-party","radio","instagram","printed","radio","facebook","search","youtube","printed","email","converted",NA,NA,NA,NA,NA,NA
197,1,"youtube","tv","email","instagram","facebook","search","instagram","search","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,2,"search","printed","email","search","youtube","printed","email","email","search","facebook","tv","third-party","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA
197,3,"radio","email","search","youtube","instagram","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,4,"twitter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,0,"radio","email","youtube","instagram","email","youtube","tv","email","printed","radio","third-party","search","instagram","search","converted",NA,NA,NA,NA,NA,NA,NA,NA
198,1,"tv","tv","radio","facebook","instagram","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,2,"tv","tv","instagram","instagram","third-party","twitter","search","youtube","instagram","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,3,"tv","search","facebook","instagram","search","printed","facebook","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,4,"tv","search","instagram","twitter","search","youtube","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,5,"third-party",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,0,"printed","instagram","third-party","twitter","printed","email","youtube","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,1,"search","radio","third-party","search","youtube","instagram","email","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,2,"tv","radio","instagram","printed","facebook","youtube","printed","search","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,3,"tv","search","instagram","instagram","email","search","youtube","instagram","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,4,"youtube","tv","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,5,"facebook","printed","radio","youtube","printed","search","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,6,"search","printed","instagram","twitter","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,7,"tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,0,"printed","instagram","hoarding","search","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,1,"youtube","tv","tv","search","instagram","printed","radio","email","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,2,"search","youtube","tv","third-party","email","instagram","third-party","twitter","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,3,"tv","radio","printed","instagram","twitter","search","search","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,4,"search","radio","facebook","search","instagram","email","tv","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,5,"instagram","facebook","search","printed","email","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,0,"radio","twitter","search","youtube","printed","tv","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,1,"facebook","printed","radio","email","search","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,2,"tv","tv","instagram","email","search","printed","email","tv","email","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,3,"instagram","printed","instagram","email","search","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,4,"youtube","tv","third-party","search","facebook","instagram","email","search","youtube","printed","email","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,5,"tv","tv","radio","instagram","facebook","hoarding","instagram","email","twitter","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,6,"youtube","instagram","search","tv","twitter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,0,"printed","instagram","third-party","twitter","search","instagram","email","youtube","tv","radio","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,1,"facebook","printed","email","twitter","youtube","instagram","search","tv","twitter","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,2,"instagram","facebook","printed","radio","search","youtube","instagram","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,3,"search","instagram","radio","email","twitter","youtube","instagram","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,4,"email","third-party","twitter","search","youtube","printed","email","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,5,"tv","radio","instagram","instagram","email","twitter","search","youtube","instagram","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,6,"youtube","tv","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,0,"instagram","twitter","search","youtube","printed","tv","twitter","email","facebook","printed","email","twitter","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA
203,1,"youtube","third-party","radio","facebook","radio","twitter","printed","email","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,2,"search","instagram","facebook","hoarding","hoarding","radio","third-party","search","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,3,"email","youtube","tv","hoarding","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,4,"instagram","facebook","instagram","third-party","search","youtube","instagram","email","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,5,"tv","search","instagram","facebook","printed","email","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,6,"youtube","tv","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
